GOID	GO function	GO category
GO:0042985	negative_regulation_of_amyloid_precursor_protein_biosynthetic_process	biological_process
GO:0042986	positive_regulation_of_amyloid_precursor_protein_biosynthetic_process	biological_process
GO:0042987	amyloid_precursor_protein_catabolic_process	biological_process
GO:0042988	X11-like_protein_binding	molecular_function
GO:0042989	sequestering_of_actin_monomers	biological_process
GO:0042990	obsolete_regulation_of_transcription_factor_import_into_nucleus	biological_process
GO:0042991	obsolete_transcription_factor_import_into_nucleus	biological_process
GO:0042992	obsolete_negative_regulation_of_transcription_factor_import_into_nucleus	biological_process
GO:0042993	obsolete_positive_regulation_of_transcription_factor_import_into_nucleus	biological_process
GO:0042994	cytoplasmic_sequestering_of_transcription_factor	biological_process
GO:0042995	cell_projection	cellular_component
GO:0042996	regulation_of_Golgi_to_plasma_membrane_protein_transport	biological_process
GO:0042997	negative_regulation_of_Golgi_to_plasma_membrane_protein_transport	biological_process
GO:0042998	positive_regulation_of_Golgi_to_plasma_membrane_protein_transport	biological_process
GO:0042999	regulation_of_Golgi_to_plasma_membrane_CFTR_protein_transport	biological_process
GO:0043000	Golgi_to_plasma_membrane_CFTR_protein_transport	biological_process
GO:0043001	Golgi_to_plasma_membrane_protein_transport	biological_process
GO:0043002	negative_regulation_of_Golgi_to_plasma_membrane_CFTR_protein_transport	biological_process
GO:0043003	positive_regulation_of_Golgi_to_plasma_membrane_CFTR_protein_transport	biological_process
GO:0043004	cytoplasmic_sequestering_of_CFTR_protein	biological_process
GO:0043005	neuron_projection	cellular_component
GO:0043006	activation_of_phospholipase_A2_activity_by_calcium-mediated_signaling	biological_process
GO:0043007	maintenance_of_rDNA	biological_process
GO:0043008	ATP-dependent_protein_binding	molecular_function
GO:0043009	chordate_embryonic_development	biological_process
GO:0043010	camera-type_eye_development	biological_process
GO:0043011	myeloid_dendritic_cell_differentiation	biological_process
GO:0043012	regulation_of_fusion_of_sperm_to_egg_plasma_membrane	biological_process
GO:0043013	negative_regulation_of_fusion_of_sperm_to_egg_plasma_membrane	biological_process
GO:0043014	alpha-tubulin_binding	molecular_function
GO:0043015	gamma-tubulin_binding	molecular_function
GO:0043016	regulation_of_lymphotoxin_A_biosynthetic_process	biological_process
GO:0043017	positive_regulation_of_lymphotoxin_A_biosynthetic_process	biological_process
GO:0043018	negative_regulation_of_lymphotoxin_A_biosynthetic_process	biological_process
GO:0043020	NADPH_oxidase_complex	cellular_component
GO:0043021	ribonucleoprotein_complex_binding	molecular_function
GO:0043022	ribosome_binding	molecular_function
GO:0043023	ribosomal_large_subunit_binding	molecular_function
GO:0043024	ribosomal_small_subunit_binding	molecular_function
GO:0043025	neuronal_cell_body	cellular_component
GO:0043027	cysteine-type_endopeptidase_inhibitor_activity_involved_in_apoptotic_process	molecular_function
GO:0043028	cysteine-type_endopeptidase_regulator_activity_involved_in_apoptotic_process	molecular_function
GO:0043029	T_cell_homeostasis	biological_process
GO:0043030	regulation_of_macrophage_activation	biological_process
GO:0043031	negative_regulation_of_macrophage_activation	biological_process
GO:0043032	positive_regulation_of_macrophage_activation	biological_process
GO:0043033	isoamylase_complex	cellular_component
GO:0043034	costamere	cellular_component
GO:0043035	chromatin_insulator_sequence_binding	molecular_function
GO:0043036	starch_grain	cellular_component
GO:0043038	amino_acid_activation	biological_process
GO:0043039	tRNA_aminoacylation	biological_process
GO:0043040	tRNA_aminoacylation_for_nonribosomal_peptide_biosynthetic_process	biological_process
GO:0043041	amino_acid_activation_for_nonribosomal_peptide_biosynthetic_process	biological_process
GO:0043042	amino_acid_adenylylation_by_nonribosomal_peptide_synthase	biological_process
GO:0043043	peptide_biosynthetic_process	biological_process
GO:0043044	ATP-dependent_chromatin_remodeling	biological_process
GO:0043045	DNA_methylation_involved_in_embryo_development	biological_process
GO:0043046	DNA_methylation_involved_in_gamete_generation	biological_process
GO:0043047	single-stranded_telomeric_DNA_binding	molecular_function
GO:0043048	dolichyl_monophosphate_biosynthetic_process	biological_process
GO:0043049	otic_placode_formation	biological_process
GO:0043050	pharyngeal_pumping	biological_process
GO:0043051	regulation_of_pharyngeal_pumping	biological_process
GO:0043052	thermotaxis	biological_process
GO:0043053	dauer_entry	biological_process
GO:0043054	dauer_exit	biological_process
GO:0043055	maintenance_of_dauer	biological_process
GO:0043056	forward_locomotion	biological_process
GO:0043057	backward_locomotion	biological_process
GO:0043058	regulation_of_backward_locomotion	biological_process
GO:0043059	regulation_of_forward_locomotion	biological_process
GO:0043060	meiotic_metaphase_I_plate_congression	biological_process
GO:0043061	meiotic_metaphase_II_plate_congression	biological_process
GO:0043062	extracellular_structure_organization	biological_process
GO:0043063	intercellular_bridge_organization	biological_process
GO:0043064	obsolete_flagellum_organization	biological_process
GO:0043065	positive_regulation_of_apoptotic_process	biological_process
GO:0043066	negative_regulation_of_apoptotic_process	biological_process
GO:0043067	regulation_of_programmed_cell_death	biological_process
GO:0043068	positive_regulation_of_programmed_cell_death	biological_process
GO:0043069	negative_regulation_of_programmed_cell_death	biological_process
GO:0043073	germ_cell_nucleus	cellular_component
GO:0043075	obsolete_sperm_cell_nucleus_(sensu_Magnoliophyta)	cellular_component
GO:0043076	megasporocyte_nucleus	cellular_component
GO:0043077	initiation_of_acetate_catabolic_process	biological_process
GO:0043078	polar_nucleus	cellular_component
GO:0043079	antipodal_cell_nucleus	cellular_component
GO:0043082	megagametophyte_egg_cell_nucleus	cellular_component
GO:0043083	synaptic_cleft	cellular_component
GO:0043084	penile_erection	biological_process
GO:0043085	positive_regulation_of_catalytic_activity	biological_process
GO:0043086	negative_regulation_of_catalytic_activity	biological_process
GO:0043087	regulation_of_GTPase_activity	biological_process
GO:0043090	amino_acid_import	biological_process
GO:0043093	FtsZ-dependent_cytokinesis	biological_process
GO:0043094	cellular_metabolic_compound_salvage	biological_process
GO:0043095	regulation_of_GTP_cyclohydrolase_I_activity	biological_process
GO:0043096	purine_nucleobase_salvage	biological_process
GO:0043097	pyrimidine_nucleoside_salvage	biological_process
GO:0043098	purine_deoxyribonucleoside_salvage	biological_process
GO:0043099	pyrimidine_deoxyribonucleoside_salvage	biological_process
GO:0043100	pyrimidine_nucleobase_salvage	biological_process
GO:0043101	purine-containing_compound_salvage	biological_process
GO:0043102	amino_acid_salvage	biological_process
GO:0043103	hypoxanthine_salvage	biological_process
GO:0043104	positive_regulation_of_GTP_cyclohydrolase_I_activity	biological_process
GO:0043105	negative_regulation_of_GTP_cyclohydrolase_I_activity	biological_process
GO:0043107	type_IV_pilus-dependent_motility	biological_process
GO:0043108	pilus_retraction	biological_process
GO:0043110	rDNA_spacer_replication_fork_barrier_binding	molecular_function
GO:0043111	replication_fork_arrest	biological_process
GO:0043112	receptor_metabolic_process	biological_process
GO:0043113	receptor_clustering	biological_process
GO:0043114	regulation_of_vascular_permeability	biological_process
GO:0043115	precorrin-2_dehydrogenase_activity	molecular_function
GO:0043116	negative_regulation_of_vascular_permeability	biological_process
GO:0043117	positive_regulation_of_vascular_permeability	biological_process
GO:0043120	tumor_necrosis_factor_binding	molecular_function
GO:0043121	neurotrophin_binding	molecular_function
GO:0043122	regulation_of_I-kappaB_kinase/NF-kappaB_signaling	biological_process
GO:0043123	positive_regulation_of_I-kappaB_kinase/NF-kappaB_signaling	biological_process
GO:0043124	negative_regulation_of_I-kappaB_kinase/NF-kappaB_signaling	biological_process
GO:0043125	ErbB-3_class_receptor_binding	molecular_function
GO:0043126	regulation_of_1-phosphatidylinositol_4-kinase_activity	biological_process
GO:0043127	negative_regulation_of_1-phosphatidylinositol_4-kinase_activity	biological_process
GO:0043128	positive_regulation_of_1-phosphatidylinositol_4-kinase_activity	biological_process
GO:0043129	surfactant_homeostasis	biological_process
GO:0043130	ubiquitin_binding	molecular_function
GO:0043131	erythrocyte_enucleation	biological_process
GO:0043132	NAD_transport	biological_process
GO:0043133	hindgut_contraction	biological_process
GO:0043134	regulation_of_hindgut_contraction	biological_process
GO:0043135	5-phosphoribosyl_1-pyrophosphate_pyrophosphatase_activity	molecular_function
GO:0043136	glycerol-3-phosphatase_activity	molecular_function
GO:0043137	DNA_replication-_removal_of_RNA_primer	biological_process
GO:0043138	3-5_DNA_helicase_activity	molecular_function
GO:0043139	5-3_DNA_helicase_activity	molecular_function
GO:0043143	regulation_of_translation_by_machinery_localization	biological_process
GO:0043144	snoRNA_processing	biological_process
GO:0043145	snoRNA_3-end_cleavage	biological_process
GO:0043149	stress_fiber_assembly	biological_process
GO:0043150	DNA_synthesis_involved_in_double-strand_break_repair_via_homologous_recombination	biological_process
GO:0043151	DNA_synthesis_involved_in_double-strand_break_repair_via_single-strand_annealing	biological_process
GO:0043152	induction_of_bacterial_agglutination	biological_process
GO:0043153	entrainment_of_circadian_clock_by_photoperiod	biological_process
GO:0043154	negative_regulation_of_cysteine-type_endopeptidase_activity_involved_in_apoptotic_process	biological_process
GO:0043155	negative_regulation_of_photosynthesis-_light_reaction	biological_process
GO:0043156	chromatin_remodeling_in_response_to_cation_stress	biological_process
GO:0043157	response_to_cation_stress	biological_process
GO:0043158	heterocyst_differentiation	biological_process
GO:0043159	acrosomal_matrix	cellular_component
GO:0043160	acrosomal_lumen	cellular_component
GO:0043161	proteasome-mediated_ubiquitin-dependent_protein_catabolic_process	biological_process
GO:0043162	ubiquitin-dependent_protein_catabolic_process_via_the_multivesicular_body_sorting_pathway	biological_process
GO:0043163	cell_envelope_organization	biological_process
GO:0043164	Gram-negative-bacterium-type_cell_wall_biogenesis	biological_process
GO:0043165	Gram-negative-bacterium-type_cell_outer_membrane_assembly	biological_process
GO:0043167	ion_binding	molecular_function
GO:0043168	anion_binding	molecular_function
GO:0043169	cation_binding	molecular_function
GO:0043170	macromolecule_metabolic_process	biological_process
GO:0043171	peptide_catabolic_process	biological_process
GO:0043172	obsolete_ferredoxin_biosynthetic_process	biological_process
GO:0043173	nucleotide_salvage	biological_process
GO:0043174	nucleoside_salvage	biological_process
GO:0043175	RNA_polymerase_core_enzyme_binding	molecular_function
GO:0043176	amine_binding	molecular_function
GO:0043177	organic_acid_binding	molecular_function
GO:0043178	alcohol_binding	molecular_function
GO:0043179	rhythmic_excitation	biological_process
GO:0043180	rhythmic_inhibition	biological_process
GO:0043181	vacuolar_sequestering	biological_process
GO:0043182	vacuolar_sequestering_of_sodium_ion	biological_process
GO:0043183	vascular_endothelial_growth_factor_receptor_1_binding	molecular_function
GO:0043184	vascular_endothelial_growth_factor_receptor_2_binding	molecular_function
GO:0043185	vascular_endothelial_growth_factor_receptor_3_binding	molecular_function
GO:0043186	P_granule	cellular_component
GO:0043188	cell_septum_edging	cellular_component
GO:0043189	H4/H2A_histone_acetyltransferase_complex	cellular_component
GO:0043190	ATP-binding_cassette_(ABC)_transporter_complex	cellular_component
GO:0043194	axon_initial_segment	cellular_component
GO:0043195	terminal_bouton	cellular_component
GO:0043196	varicosity	cellular_component
GO:0043197	dendritic_spine	cellular_component
GO:0043198	dendritic_shaft	cellular_component
GO:0043199	sulfate_binding	molecular_function
GO:0043200	response_to_amino_acid	biological_process
GO:0043201	response_to_leucine	biological_process
GO:0043202	lysosomal_lumen	cellular_component
GO:0043203	axon_hillock	cellular_component
GO:0043204	perikaryon	cellular_component
GO:0043207	response_to_external_biotic_stimulus	biological_process
GO:0043208	glycosphingolipid_binding	molecular_function
GO:0043209	myelin_sheath	cellular_component
GO:0043210	alkanesulfonate_binding	molecular_function
GO:0043211	ATPase-coupled_carbohydrate_transmembrane_transporter_activity	molecular_function
GO:0043212	carbohydrate-exporting_ATPase_activity	molecular_function
GO:0043213	bacteriocin_transport	biological_process
GO:0043214	ATPase-coupled_bacteriocin_transmembrane_transporter_activity	molecular_function
GO:0043215	daunorubicin_transport	biological_process
GO:0043216	ATPase-coupled_daunorubicin_transmembrane_transporter_activity	molecular_function
GO:0043217	myelin_maintenance	biological_process
GO:0043218	compact_myelin	cellular_component
GO:0043219	lateral_loop	cellular_component
GO:0043220	Schmidt-Lanterman_incisure	cellular_component
GO:0043221	SMC_family_protein_binding	molecular_function
GO:0043223	cytoplasmic_SCF_ubiquitin_ligase_complex	cellular_component
GO:0043224	nuclear_SCF_ubiquitin_ligase_complex	cellular_component
GO:0043225	ATPase-coupled_inorganic_anion_transmembrane_transporter_activity	molecular_function
GO:0043226	organelle	cellular_component
GO:0043227	membrane-bounded_organelle	cellular_component
GO:0043228	non-membrane-bounded_organelle	cellular_component
GO:0043229	intracellular_organelle	cellular_component
GO:0043230	extracellular_organelle	cellular_component
GO:0043231	intracellular_membrane-bounded_organelle	cellular_component
GO:0043232	intracellular_non-membrane-bounded_organelle	cellular_component
GO:0043233	organelle_lumen	cellular_component
GO:0043235	receptor_complex	cellular_component
GO:0043236	laminin_binding	molecular_function
GO:0043237	laminin-1_binding	molecular_function
GO:0043240	Fanconi_anaemia_nuclear_complex	cellular_component
GO:0043242	negative_regulation_of_protein-containing_complex_disassembly	biological_process
GO:0043243	positive_regulation_of_protein-containing_complex_disassembly	biological_process
GO:0043244	regulation_of_protein-containing_complex_disassembly	biological_process
GO:0043245	extraorganismal_space	cellular_component
GO:0043246	megasome	cellular_component
GO:0043247	telomere_maintenance_in_response_to_DNA_damage	biological_process
GO:0043248	proteasome_assembly	biological_process
GO:0043249	erythrocyte_maturation	biological_process
GO:0043250	sodium-dependent_organic_anion_transmembrane_transporter_activity	molecular_function
GO:0043251	sodium-dependent_organic_anion_transport	biological_process
GO:0043252	sodium-independent_organic_anion_transport	biological_process
GO:0043253	chloroplast_ribosome	cellular_component
GO:0043254	regulation_of_protein-containing_complex_assembly	biological_process
GO:0043255	regulation_of_carbohydrate_biosynthetic_process	biological_process
GO:0043256	laminin_complex	cellular_component
GO:0043257	laminin-8_complex	cellular_component
GO:0043258	laminin-9_complex	cellular_component
GO:0043259	laminin-10_complex	cellular_component
GO:0043260	laminin-11_complex	cellular_component
GO:0043261	laminin-12_complex	cellular_component
GO:0043262	adenosine-diphosphatase_activity	molecular_function
GO:0043263	cellulosome	cellular_component
GO:0043264	extracellular_non-membrane-bounded_organelle	cellular_component
GO:0043265	ectoplasm	cellular_component
GO:0043266	regulation_of_potassium_ion_transport	biological_process
GO:0043267	negative_regulation_of_potassium_ion_transport	biological_process
GO:0043268	positive_regulation_of_potassium_ion_transport	biological_process
GO:0043269	regulation_of_ion_transport	biological_process
GO:0043270	positive_regulation_of_ion_transport	biological_process
GO:0043271	negative_regulation_of_ion_transport	biological_process
GO:0043272	ethylene_biosynthesis_involved_in_jasmonic_acid_and_ethylene-dependent_systemic_resistance	biological_process
GO:0043273	CTPase_activity	molecular_function
GO:0043274	phospholipase_binding	molecular_function
GO:0043275	obsolete_glutamate_carboxypeptidase_II_activity	molecular_function
GO:0043276	anoikis	biological_process
GO:0043277	apoptotic_cell_clearance	biological_process
GO:0043278	response_to_morphine	biological_process
GO:0043279	response_to_alkaloid	biological_process
GO:0043280	positive_regulation_of_cysteine-type_endopeptidase_activity_involved_in_apoptotic_process	biological_process
GO:0043281	regulation_of_cysteine-type_endopeptidase_activity_involved_in_apoptotic_process	biological_process
GO:0043282	pharyngeal_muscle_development	biological_process
GO:0043286	regulation_of_poly(3-hydroxyalkanoate)_biosynthetic_process	biological_process
GO:0043287	poly(3-hydroxyalkanoate)_binding	molecular_function
GO:0043288	apocarotenoid_metabolic_process	biological_process
GO:0043289	apocarotenoid_biosynthetic_process	biological_process
GO:0043290	apocarotenoid_catabolic_process	biological_process
GO:0043291	RAVE_complex	cellular_component
GO:0043292	contractile_fiber	cellular_component
GO:0043293	apoptosome	cellular_component
GO:0043294	mitochondrial_glutamate_synthase_complex_(NADH)	cellular_component
GO:0043295	glutathione_binding	molecular_function
GO:0043296	apical_junction_complex	cellular_component
GO:0043297	apical_junction_assembly	biological_process
GO:0043299	leukocyte_degranulation	biological_process
GO:0043300	regulation_of_leukocyte_degranulation	biological_process
GO:0043301	negative_regulation_of_leukocyte_degranulation	biological_process
GO:0043302	positive_regulation_of_leukocyte_degranulation	biological_process
GO:0043303	mast_cell_degranulation	biological_process
GO:0043304	regulation_of_mast_cell_degranulation	biological_process
GO:0043305	negative_regulation_of_mast_cell_degranulation	biological_process
GO:0043306	positive_regulation_of_mast_cell_degranulation	biological_process
GO:0043307	eosinophil_activation	biological_process
GO:0043308	eosinophil_degranulation	biological_process
GO:0043309	regulation_of_eosinophil_degranulation	biological_process
GO:0043310	negative_regulation_of_eosinophil_degranulation	biological_process
GO:0043311	positive_regulation_of_eosinophil_degranulation	biological_process
GO:0043312	neutrophil_degranulation	biological_process
GO:0043313	regulation_of_neutrophil_degranulation	biological_process
GO:0043314	negative_regulation_of_neutrophil_degranulation	biological_process
GO:0043315	positive_regulation_of_neutrophil_degranulation	biological_process
GO:0043316	cytotoxic_T_cell_degranulation	biological_process
GO:0043317	regulation_of_cytotoxic_T_cell_degranulation	biological_process
GO:0043318	negative_regulation_of_cytotoxic_T_cell_degranulation	biological_process
GO:0043319	positive_regulation_of_cytotoxic_T_cell_degranulation	biological_process
GO:0043320	natural_killer_cell_degranulation	biological_process
GO:0043321	regulation_of_natural_killer_cell_degranulation	biological_process
GO:0043322	negative_regulation_of_natural_killer_cell_degranulation	biological_process
GO:0043323	positive_regulation_of_natural_killer_cell_degranulation	biological_process
GO:0043324	pigment_metabolic_process_involved_in_developmental_pigmentation	biological_process
GO:0043325	phosphatidylinositol-3-4-bisphosphate_binding	molecular_function
GO:0043326	chemotaxis_to_folate	biological_process
GO:0043327	chemotaxis_to_cAMP	biological_process
GO:0043328	protein_transport_to_vacuole_involved_in_ubiquitin-dependent_protein_catabolic_process_via_the_multivesicular_body_sorting_pathway	biological_process
GO:0043329	obsolete_protein_targeting_to_membrane_involved_in_ubiquitin-dependent_protein_catabolic_process_via_the_multivesicular_body_sorting_pathway	biological_process
GO:0043330	response_to_exogenous_dsRNA	biological_process
GO:0043331	response_to_dsRNA	biological_process
GO:0043332	mating_projection_tip	cellular_component
GO:0043333	2-octaprenyl-6-methoxy-1-4-benzoquinone_methylase_activity	molecular_function
GO:0043334	2-hexaprenyl-6-methoxy-1-4-benzoquinone_methyltransferase_activity	molecular_function
GO:0043335	protein_unfolding	biological_process
GO:0043336	site-specific_telomere_resolvase_activity	molecular_function
GO:0043337	CDP-diacylglycerol-phosphatidylglycerol_phosphatidyltransferase_activity	molecular_function
GO:0043338	CTP:2-3-di-O-geranylgeranyl-sn-glycero-1-phosphate_cytidyltransferase_activity	molecular_function
GO:0043353	enucleate_erythrocyte_differentiation	biological_process
GO:0043354	enucleate_erythrocyte_maturation	biological_process
GO:0043362	nucleate_erythrocyte_maturation	biological_process
GO:0043363	nucleate_erythrocyte_differentiation	biological_process
GO:0043364	glycyl-radical_enzyme_activating_activity	molecular_function
GO:0043365	[formate-C-acetyltransferase]-activating_enzyme_activity	molecular_function
GO:0043366	beta_selection	biological_process
GO:0043367	CD4-positive-_alpha-beta_T_cell_differentiation	biological_process
GO:0043368	positive_T_cell_selection	biological_process
GO:0043369	CD4-positive_or_CD8-positive-_alpha-beta_T_cell_lineage_commitment	biological_process
GO:0043370	regulation_of_CD4-positive-_alpha-beta_T_cell_differentiation	biological_process
GO:0043371	negative_regulation_of_CD4-positive-_alpha-beta_T_cell_differentiation	biological_process
GO:0043372	positive_regulation_of_CD4-positive-_alpha-beta_T_cell_differentiation	biological_process
GO:0043373	CD4-positive-_alpha-beta_T_cell_lineage_commitment	biological_process
GO:0043374	CD8-positive-_alpha-beta_T_cell_differentiation	biological_process
GO:0043375	CD8-positive-_alpha-beta_T_cell_lineage_commitment	biological_process
GO:0043376	regulation_of_CD8-positive-_alpha-beta_T_cell_differentiation	biological_process
GO:0043377	negative_regulation_of_CD8-positive-_alpha-beta_T_cell_differentiation	biological_process
GO:0043378	positive_regulation_of_CD8-positive-_alpha-beta_T_cell_differentiation	biological_process
GO:0043379	memory_T_cell_differentiation	biological_process
GO:0043380	regulation_of_memory_T_cell_differentiation	biological_process
GO:0043381	negative_regulation_of_memory_T_cell_differentiation	biological_process
GO:0043382	positive_regulation_of_memory_T_cell_differentiation	biological_process
GO:0043383	negative_T_cell_selection	biological_process
GO:0043384	pre-T_cell_receptor_complex	cellular_component
GO:0043385	mycotoxin_metabolic_process	biological_process
GO:0043386	mycotoxin_biosynthetic_process	biological_process
GO:0043387	mycotoxin_catabolic_process	biological_process
GO:0043388	positive_regulation_of_DNA_binding	biological_process
GO:0043392	negative_regulation_of_DNA_binding	biological_process
GO:0043393	regulation_of_protein_binding	biological_process
GO:0043394	proteoglycan_binding	molecular_function
GO:0043395	heparan_sulfate_proteoglycan_binding	molecular_function
GO:0043396	corticotropin-releasing_hormone_secretion	biological_process
GO:0043397	regulation_of_corticotropin-releasing_hormone_secretion	biological_process
GO:0043398	HLH_domain_binding	molecular_function
GO:0043399	tRNA_A64-2-O-ribosylphosphate_transferase_activity	molecular_function
GO:0043400	cortisol_secretion	biological_process
GO:0043401	steroid_hormone_mediated_signaling_pathway	biological_process
GO:0043402	glucocorticoid_mediated_signaling_pathway	biological_process
GO:0043403	skeletal_muscle_tissue_regeneration	biological_process
GO:0043404	corticotropin-releasing_hormone_receptor_activity	molecular_function
GO:0043405	regulation_of_MAP_kinase_activity	biological_process
GO:0043406	positive_regulation_of_MAP_kinase_activity	biological_process
GO:0043407	negative_regulation_of_MAP_kinase_activity	biological_process
GO:0043408	regulation_of_MAPK_cascade	biological_process
GO:0043409	negative_regulation_of_MAPK_cascade	biological_process
GO:0043410	positive_regulation_of_MAPK_cascade	biological_process
GO:0043411	obsolete_myopalladin_binding	molecular_function
GO:0043412	macromolecule_modification	biological_process
GO:0043413	macromolecule_glycosylation	biological_process
GO:0043414	macromolecule_methylation	biological_process
GO:0043415	positive_regulation_of_skeletal_muscle_tissue_regeneration	biological_process
GO:0043416	regulation_of_skeletal_muscle_tissue_regeneration	biological_process
GO:0043417	negative_regulation_of_skeletal_muscle_tissue_regeneration	biological_process
GO:0043418	homocysteine_catabolic_process	biological_process
GO:0043419	urea_catabolic_process	biological_process
GO:0043420	anthranilate_metabolic_process	biological_process
GO:0043421	anthranilate_catabolic_process	biological_process
GO:0043422	protein_kinase_B_binding	molecular_function
GO:0043423	3-phosphoinositide-dependent_protein_kinase_binding	molecular_function
GO:0043424	protein_histidine_kinase_binding	molecular_function
GO:0043425	bHLH_transcription_factor_binding	molecular_function
GO:0043426	MRF_binding	molecular_function
GO:0043427	carbon_fixation_by_3-hydroxypropionate_cycle	biological_process
GO:0043428	2-heptaprenyl-6-methoxy-1-4-benzoquinone_methyltransferase_activity	molecular_function
GO:0043429	2-nonaprenyl-6-methoxy-1-4-benzoquinone_methyltransferase_activity	molecular_function
GO:0043430	2-decaprenyl-6-methoxy-1-4-benzoquinone_methyltransferase_activity	molecular_function
GO:0043431	2-octaprenyl-3-methyl-5-hydroxy-6-methoxy-1-4-benzoquinone_methyltransferase_activity	molecular_function
GO:0043433	negative_regulation_of_DNA-binding_transcription_factor_activity	biological_process
GO:0043434	response_to_peptide_hormone	biological_process
GO:0043435	response_to_corticotropin-releasing_hormone	biological_process
GO:0043436	oxoacid_metabolic_process	biological_process
GO:0043438	acetoacetic_acid_metabolic_process	biological_process
GO:0043441	acetoacetic_acid_biosynthetic_process	biological_process
GO:0043442	acetoacetic_acid_catabolic_process	biological_process
GO:0043443	acetone_metabolic_process	biological_process
GO:0043444	acetone_catabolic_process	biological_process
GO:0043445	acetone_biosynthetic_process	biological_process
GO:0043446	cellular_alkane_metabolic_process	biological_process
GO:0043447	alkane_biosynthetic_process	biological_process
GO:0043448	alkane_catabolic_process	biological_process
GO:0043449	cellular_alkene_metabolic_process	biological_process
GO:0043450	alkene_biosynthetic_process	biological_process
GO:0043451	alkene_catabolic_process	biological_process
GO:0043452	cellular_alkyne_metabolic_process	biological_process
GO:0043453	alkyne_biosynthetic_process	biological_process
GO:0043454	alkyne_catabolic_process	biological_process
GO:0043455	regulation_of_secondary_metabolic_process	biological_process
GO:0043456	regulation_of_pentose-phosphate_shunt	biological_process
GO:0043457	regulation_of_cellular_respiration	biological_process
GO:0043458	ethanol_biosynthetic_process_involved_in_glucose_fermentation_to_ethanol	biological_process
GO:0043459	obsolete_response_to_short_exposure_to_lithium_ion	biological_process
GO:0043460	obsolete_response_to_long_exposure_to_lithium_ion	biological_process
GO:0043461	proton-transporting_ATP_synthase_complex_assembly	biological_process
GO:0043462	regulation_of_ATPase_activity	biological_process
GO:0043463	regulation_of_rhamnose_catabolic_process	biological_process
GO:0043464	malolactic_fermentation	biological_process
GO:0043465	regulation_of_fermentation	biological_process
GO:0043466	pyrimidine_nucleobase_fermentation	biological_process
GO:0043467	regulation_of_generation_of_precursor_metabolites_and_energy	biological_process
GO:0043468	regulation_of_fucose_catabolic_process	biological_process
GO:0043469	regulation_of_D-xylose_catabolic_process	biological_process
GO:0043470	regulation_of_carbohydrate_catabolic_process	biological_process
GO:0043471	regulation_of_cellular_carbohydrate_catabolic_process	biological_process
GO:0043472	IgD_binding	molecular_function
GO:0043473	pigmentation	biological_process
GO:0043474	pigment_metabolic_process_involved_in_pigmentation	biological_process
GO:0043475	pigment_metabolic_process_involved_in_pigment_accumulation	biological_process
GO:0043476	pigment_accumulation	biological_process
GO:0043477	pigment_biosynthetic_process_involved_in_pigment_accumulation	biological_process
GO:0043478	pigment_accumulation_in_response_to_UV_light	biological_process
GO:0043479	pigment_accumulation_in_tissues_in_response_to_UV_light	biological_process
GO:0043480	pigment_accumulation_in_tissues	biological_process
GO:0043481	anthocyanin_accumulation_in_tissues_in_response_to_UV_light	biological_process
GO:0043482	cellular_pigment_accumulation	biological_process
GO:0043483	anthocyanin_biosynthetic_process_involved_in_anthocyanin_accumulation_in_response_to_UV_light	biological_process
GO:0043484	regulation_of_RNA_splicing	biological_process
GO:0043485	endosome_to_pigment_granule_transport	biological_process
GO:0043486	histone_exchange	biological_process
GO:0043487	regulation_of_RNA_stability	biological_process
GO:0043488	regulation_of_mRNA_stability	biological_process
GO:0043489	RNA_stabilization	biological_process
GO:0043490	malate-aspartate_shuttle	biological_process
GO:0043491	protein_kinase_B_signaling	biological_process
GO:0043492	ATPase_activity-_coupled_to_movement_of_substances	molecular_function
GO:0043493	viral_terminase_complex	cellular_component
GO:0043494	CLRC_complex	cellular_component
GO:0043495	protein-membrane_adaptor_activity	molecular_function
GO:0043496	regulation_of_protein_homodimerization_activity	biological_process
GO:0043497	regulation_of_protein_heterodimerization_activity	biological_process
GO:0043498	obsolete_cell_surface_binding	molecular_function
GO:0043499	obsolete_eukaryotic_cell_surface_binding	molecular_function
GO:0043500	muscle_adaptation	biological_process
GO:0043501	skeletal_muscle_adaptation	biological_process
GO:0043502	regulation_of_muscle_adaptation	biological_process
GO:0043503	skeletal_muscle_fiber_adaptation	biological_process
GO:0043504	mitochondrial_DNA_repair	biological_process
GO:0043505	CENP-A_containing_nucleosome	cellular_component
GO:0043506	regulation_of_JUN_kinase_activity	biological_process
GO:0043507	positive_regulation_of_JUN_kinase_activity	biological_process
GO:0043508	negative_regulation_of_JUN_kinase_activity	biological_process
GO:0043509	activin_A_complex	cellular_component
GO:0043510	activin_B_complex	cellular_component
GO:0043511	inhibin_complex	cellular_component
GO:0043512	inhibin_A_complex	cellular_component
GO:0043513	inhibin_B_complex	cellular_component
GO:0043514	interleukin-12_complex	cellular_component
GO:0043515	kinetochore_binding	molecular_function
GO:0043516	regulation_of_DNA_damage_response-_signal_transduction_by_p53_class_mediator	biological_process
GO:0043517	positive_regulation_of_DNA_damage_response-_signal_transduction_by_p53_class_mediator	biological_process
GO:0043518	negative_regulation_of_DNA_damage_response-_signal_transduction_by_p53_class_mediator	biological_process
GO:0043519	regulation_of_myosin_II_filament_organization	biological_process
GO:0043520	regulation_of_myosin_II_filament_assembly	biological_process
